image no,Energy(x1),Contrast(x2),Correlation(X3),Variance(x4),Inverse difference moment(x5),Sum average(x6),Sum variance(x7),Sum entropy(x8),Entropy (x9),Difference Variance(x10),Difference Entropy(x11),Information measure of correlation-1(x12),Information measure of correlation-2 (x13),Maximal Correlation Coefficient (X14),Label
20045,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20046,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20047,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20048,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20049,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20050,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20051,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20052,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20053,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20054,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20055,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20056,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20057,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20058,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20059,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20060,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20061,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20062,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20063,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20064,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20065,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20066,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20067,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20068,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20069,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20070,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20071,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20072,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20073,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20074,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20075,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20076,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20077,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20078,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20079,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20080,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20081,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20082,0.986742593,0.001111111,0.908531938,0.577777778,0.999444444,2.012222222,3.900813851,0.043052372,0.063222554,0.25,0.00866871,-0.82338823,0.439775873,0.908531938,0
20083,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20084,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20085,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20086,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20087,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20088,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20089,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20090,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20091,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20092,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20093,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20094,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20095,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20096,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20097,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20098,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20099,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20100,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20101,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20102,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20103,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20104,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20105,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20106,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20107,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20108,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20109,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20110,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20111,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20112,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20113,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20114,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20115,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20116,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20117,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20118,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20119,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20120,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20121,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20122,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20123,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20124,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20125,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20126,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20127,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20128,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20129,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20130,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20131,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20132,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20133,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20134,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20135,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20136,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20137,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20138,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20139,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20140,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20141,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20142,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20143,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20144,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20145,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20146,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20147,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20148,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20149,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20150,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20151,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20152,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20153,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20154,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20155,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20156,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20157,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20158,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20159,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20160,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20161,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20162,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20163,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20164,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20165,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20166,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20167,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20168,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20169,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20170,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20171,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20172,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20173,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20174,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20175,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20176,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20177,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20178,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20179,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20180,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20181,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20182,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20183,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20184,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20185,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20186,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20187,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20188,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20189,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20190,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20191,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20192,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20193,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20194,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20195,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20196,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20197,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20198,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20199,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20200,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20201,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20202,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20203,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20204,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20205,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20206,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20207,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20208,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20209,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20210,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20211,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20212,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20213,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20214,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20215,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20216,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20217,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20218,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20219,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20220,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20221,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20222,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20223,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20224,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20225,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20226,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20227,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20228,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20229,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20230,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20231,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20232,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20233,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20234,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20235,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20236,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20237,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20238,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20239,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20240,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20241,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20242,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20243,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20244,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20245,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20246,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20247,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20248,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20249,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20250,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20251,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20252,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20253,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20254,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20255,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20256,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20257,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20258,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20259,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20260,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20261,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20262,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20263,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20264,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20265,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20266,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20267,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20268,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20269,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20270,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20271,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20272,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20273,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20274,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20275,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20276,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20277,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20278,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20279,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20280,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20281,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20282,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20283,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20284,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20285,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20286,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20287,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20288,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20289,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20290,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20291,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20292,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20293,0.994997109,0.000557014,0.874720871,0.568070144,0.999721493,2.004456115,3.950996453,0.018842584,0.027741118,0.25,0.004730523,-0.785415519,0.295484247,0.874720871,0
20294,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20295,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20296,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20297,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20298,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20299,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20300,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20301,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20302,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20303,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20304,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20305,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20306,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20307,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20308,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20309,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20310,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20311,0.98425494,0.001440996,0.899274273,0.580512454,0.999279502,2.014409963,3.886106677,0.049992647,0.07356514,0.25,0.010867562,-0.806407752,0.467434355,0.899274273,0
20312,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20313,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20314,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20315,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20316,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20317,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20318,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20319,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20320,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20321,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20322,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20323,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20324,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20325,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20326,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20327,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20328,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20329,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20330,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20331,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20332,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20333,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20334,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20335,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20336,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20337,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20338,0.99044274,0.0009995,0.883219023,0.573244628,0.99950025,2.008595702,3.919654883,0.032858659,0.048404524,0.25,0.007903803,-0.789208112,0.384421347,0.883219023,0
20339,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20340,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20341,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20342,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20343,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20344,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20345,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20346,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20347,0.989238782,0.000741427,0.926007778,0.575088817,0.999629286,2.010071053,3.91714665,0.035774369,0.052352933,0.25,0.006084569,-0.854065891,0.408678368,0.926007778,0
20348,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20349,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20350,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20351,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20352,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20353,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20354,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20355,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20356,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20357,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20358,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20359,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20360,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20361,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20362,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20363,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20364,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20365,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20366,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20367,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20368,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20369,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20370,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20371,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20372,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20373,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20374,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20375,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20376,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20377,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20378,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20379,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20380,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20381,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20382,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20383,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20384,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20385,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20386,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20387,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20388,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20389,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20390,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20391,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20392,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20393,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20394,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20395,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20396,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20397,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20398,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20399,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20400,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20401,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20402,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20403,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20404,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20405,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20406,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20407,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20408,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20409,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20410,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20411,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20412,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20413,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20414,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20415,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20416,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20417,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20418,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20419,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20420,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
20421,1,0,,0.5625,1,2,4,0,0,0.25,0,,0,0,0
